old_dependents,loan_installments,loan_tenure,home_ownership,young_dependents,monthly_expenses,annual_income,age,house_area,Id,occupants_count,type_of_house_T1,type_of_house_T2,sex_M,sex_TG,loan_amount
0,12,12,1.0,2,4500.0,60000.0,25,450.0,34564,4,True,False,False,False,15000.0
0,50,12,1.0,1,4000.0,24000.0,33,500.0,19191,3,True,False,False,False,7000.0
0,12,12,1.0,3,2200.0,48000.0,37,680.0,13756,5,False,False,False,False,5000.0
0,12,12,1.0,3,4000.0,48000.0,32,570.0,15271,3,False,True,False,False,7000.0
0,12,12,1.0,0,4200.0,24000.0,47,800.0,13747,5,False,False,False,False,5000.0
0,50,12,1.0,1,4000.0,72000.0,38,140.0,1672,3,False,True,False,False,5000.0
0,12,12,1.0,2,800.0,48000.0,30,200.0,27491,1,False,True,True,False,10000.0
0,15,15,1.0,1,1500.0,48000.0,40,2000.0,39547,4,False,True,False,False,15000.0
0,12,12,1.0,2,1500.0,30000.0,50,1250.0,23215,4,False,True,False,False,8000.0
0,12,12,1.0,2,1500.0,56000.0,31,1900.0,32388,4,False,True,False,False,8000.0
0,50,12,1.0,0,4100.0,0.0,40,0.0,8506,0,True,False,False,False,5000.0
0,12,12,1.0,4,4000.0,60000.0,40,500.0,29333,2,False,True,False,False,12000.0
0,12,12,0.0,1,3000.0,60000.0,24,375.0,2583,1,True,False,False,False,5000.0
0,12,12,1.0,0,6000.0,0.0,61,0.0,9408,0,False,False,False,False,5000.0
0,50,12,1.0,0,4000.0,20400.0,20,600.0,27430,2,True,False,False,False,10000.0
0,12,12,1.0,1,4400.0,60000.0,45,800.0,34569,2,True,False,False,False,15000.0
0,12,12,1.0,0,2500.0,60000.0,19,300.0,38308,1,False,True,False,False,8000.0
0,12,12,1.0,1,1500.0,36000.0,40,1800.0,26605,4,False,True,False,False,8000.0
0,50,12,1.0,2,4400.0,15600.0,36,500.0,26646,4,True,False,False,False,8000.0
0,12,12,1.0,0,1800.0,24000.0,33,350.0,5223,2,False,True,False,False,5000.0
0,12,12,1.0,0,2000.0,39600.0,47,750.0,37705,2,False,False,False,False,8000.0
0,12,12,1.0,2,4000.0,54000.0,28,1200.0,21106,4,True,False,False,False,7000.0
0,12,12,1.0,0,4800.0,0.0,46,0.0,12704,0,True,False,False,False,5000.0
0,50,12,1.0,2,3000.0,60000.0,26,600.0,29406,4,True,False,False,False,14000.0
1,12,12,1.0,1,1500.0,52000.0,50,1900.0,32643,4,False,True,False,False,8000.0
0,50,12,1.0,2,3800.0,24000.0,35,400.0,16542,4,True,False,False,False,10000.0
0,50,12,1.0,2,4100.0,19200.0,31,600.0,27387,4,True,False,False,False,12000.0
0,12,12,1.0,0,3000.0,48000.0,42,1500.0,27794,3,False,True,False,False,12000.0
0,12,12,1.0,1,5000.0,15600.0,41,700.0,2899,4,True,False,False,False,5000.0
0,12,12,1.0,0,4500.0,84000.0,48,1000.0,38764,3,False,True,False,False,8000.0
0,12,12,1.0,1,3000.0,36000.0,37,110.0,2019,2,True,False,False,False,5000.0
0,12,12,1.0,0,2800.0,48000.0,47,600.0,20321,2,False,True,False,False,12000.0
0,12,12,1.0,1,5000.0,15000.0,35,450.0,14526,3,False,True,False,False,5000.0
0,55,12,1.0,0,5000.0,0.0,42,0.0,8903,0,False,True,False,False,5000.0
0,50,12,1.0,2,4000.0,24000.0,29,450.0,18685,4,False,False,False,False,7000.0
0,12,12,1.0,0,4000.0,48000.0,21,600.0,32711,2,True,False,False,False,10000.0
0,12,12,1.0,1,2000.0,36000.0,34,1860.0,23279,3,False,True,False,False,8000.0
0,12,12,1.0,0,5000.0,0.0,48,0.0,11892,0,False,False,False,False,5000.0
0,12,12,1.0,1,4000.0,72000.0,45,800.0,36673,2,False,True,False,False,15000.0
0,12,12,1.0,0,2500.0,0.0,26,0.0,9363,0,False,True,False,False,5000.0
0,12,12,1.0,3,4000.0,66000.0,30,500.0,35509,4,False,True,False,False,8000.0
0,12,12,1.0,0,4000.0,24000.0,45,1000.0,17727,3,False,True,False,False,10000.0
0,12,12,1.0,1,2000.0,30000.0,30,400.0,25081,2,False,True,False,False,10000.0
0,50,12,1.0,0,4000.0,24000.0,46,700.0,22868,3,False,False,False,False,12000.0
0,50,12,1.0,0,3000.0,0.0,36,0.0,8234,0,False,True,False,False,7500.0
0,12,12,1.0,2,4000.0,24000.0,38,400.0,2994,4,False,True,False,False,7500.0
0,12,12,1.0,2,3000.0,40000.0,35,3520.0,24686,4,False,False,False,False,10000.0
0,12,12,1.0,1,5000.0,80000.0,44,280.0,1058,4,False,True,False,False,5000.0
0,12,12,1.0,0,2000.0,28000.0,54,700.0,38099,2,True,False,False,False,10000.0
0,50,12,0.0,2,4500.0,64800.0,34,3.0,17500,2,True,False,False,False,10000.0
0,12,12,1.0,2,3500.0,20000.0,42,700.0,13309,4,False,False,False,False,5000.0
0,51,12,1.0,0,3700.0,0.0,37,0.0,11231,0,False,True,False,False,5000.0
0,12,12,1.0,0,4000.0,24000.0,39,600.0,20055,2,False,True,False,False,7500.0
0,12,12,1.0,2,3000.0,12000.0,25,400.0,25312,2,False,True,False,False,8000.0
0,12,12,1.0,1,3000.0,48000.0,44,800.0,24179,2,False,True,False,False,10000.0
0,50,12,1.0,0,4500.0,0.0,45,0.0,11720,0,False,False,False,False,5000.0
0,50,12,1.0,2,4000.0,60000.0,28,600.0,24108,4,True,False,False,False,7000.0
0,12,12,1.0,0,3000.0,0.0,32,0.0,9901,0,True,False,False,False,3000.0
0,12,12,1.0,0,2000.0,0.0,35,0.0,12246,0,False,True,False,False,5000.0
0,50,12,1.0,3,3900.0,12000.0,33,300.0,20444,5,False,True,False,False,10000.0
0,12,12,1.0,0,3000.0,60000.0,52,600.0,33385,4,False,True,True,False,10000.0
0,50,12,1.0,0,2700.0,0.0,30,0.0,9514,0,True,False,False,False,5000.0
0,12,12,1.0,3,7000.0,30000.0,36,250.0,20770,2,True,False,False,False,15000.0
0,50,12,1.0,3,6000.0,12000.0,30,350.0,7200,5,False,False,False,False,5000.0
0,12,12,1.0,0,4000.0,24000.0,38,600.0,21165,3,False,True,False,False,10000.0
0,12,12,1.0,0,1000.0,30000.0,44,1400.0,24760,3,False,True,False,False,8000.0
0,50,12,0.0,3,2000.0,40000.0,40,600.0,16977,1,False,True,False,False,10000.0
0,50,12,1.0,1,3500.0,60000.0,36,900.0,27286,3,True,False,False,False,6000.0
0,50,12,1.0,2,4800.0,18000.0,36,300.0,4231,4,True,False,False,False,5000.0
0,12,12,1.0,2,3000.0,48000.0,35,1400.0,28378,4,False,True,False,False,14000.0
0,12,12,1.0,1,1500.0,36000.0,37,1200.0,25133,3,False,True,False,False,8000.0
0,12,12,1.0,1,6000.0,48000.0,49,500.0,1456,7,True,False,False,False,5000.0
0,12,12,1.0,0,4000.0,0.0,46,0.0,9643,0,False,True,False,False,3000.0
0,12,12,1.0,2,3000.0,60000.0,32,400.0,34916,3,False,True,False,False,10000.0
0,50,12,1.0,0,7500.0,14400.0,53,400.0,2719,4,True,False,False,False,5000.0
0,12,12,1.0,0,3000.0,0.0,28,0.0,11849,0,True,False,False,False,5000.0
0,12,12,1.0,0,1000.0,44000.0,59,1400.0,39629,2,False,True,False,False,8000.0
0,12,12,1.0,0,3810.945886306076,0.0,29,0.0,7683,0,False,True,False,False,8000.0
0,12,12,1.0,1,3500.0,42000.0,39,470.0,36556,3,False,True,False,False,8000.0
0,50,12,1.0,0,5100.0,69600.0,50,4.0,15759,3,False,False,False,False,10000.0
0,12,12,1.0,0,4000.0,72000.0,52,800.0,15126,1,False,False,True,False,10000.0
0,12,12,1.0,1,1300.0,24000.0,25,200.0,29574,3,True,False,False,False,8000.0
2,6,6,1.0,0,4333.0,58000.0,33,500.0,39835,4,True,False,False,False,6000.0
0,12,12,1.0,2,3500.0,63000.0,31,800.0,35397,4,True,False,False,False,15000.0
0,12,12,1.0,2,2000.0,42000.0,39,1700.0,29528,4,False,True,False,False,12000.0
0,50,12,1.0,0,2800.0,0.0,47,0.0,11054,0,True,False,False,False,7500.0
0,12,12,1.0,1,3500.0,30000.0,35,600.0,3499,3,False,True,False,False,5000.0
0,12,12,1.0,1,2100.0,48000.0,47,250.0,37934,2,False,True,False,False,10000.0
0,50,12,1.0,2,60000.0,60000.0,40,100.0,13210,2,False,True,False,False,5000.0
0,12,12,1.0,1,3500.0,60000.0,26,750.0,31720,4,False,True,False,False,10000.0
0,50,12,1.0,1,4500.0,12000.0,30,250.0,22574,3,True,False,False,False,10000.0
1,12,12,1.0,0,2000.0,30000.0,25,300.0,18959,4,False,False,False,False,8000.0
0,12,12,1.0,4,3000.0,42000.0,38,350.0,30855,1,False,False,False,False,8000.0
0,12,12,1.0,3,4000.0,90000.0,36,300.0,1057,5,False,True,False,False,5000.0
0,50,12,1.0,2,4100.0,14400.0,24,350.0,20867,4,True,False,False,False,8000.0
0,50,12,1.0,1,5000.0,14400.0,36,350.0,24265,4,True,False,False,False,10000.0
0,12,12,1.0,3,5700.0,72000.0,32,1000.0,36114,5,False,False,False,False,8000.0
0,50,12,1.0,2,3300.0,54000.0,32,350.0,29940,4,True,False,False,False,10000.0
0,12,12,1.0,3,6000.0,96000.0,31,1000.0,36690,5,False,False,False,False,10000.0
0,12,12,1.0,3,3500.0,54000.0,28,600.0,19351,2,False,True,False,False,5000.0
0,12,12,1.0,2,2500.0,48000.0,50,600.0,15711,1,False,True,True,False,13000.0
0,12,12,1.0,0,2500.0,0.0,34,0.0,12311,0,True,False,False,False,5000.0
0,50,12,1.0,2,3800.0,14400.0,30,350.0,24346,4,True,False,False,False,12000.0
0,12,12,1.0,3,4100.0,0.0,27,1000.0,853,5,False,True,False,False,7500.0
0,12,12,1.0,2,1400.0,18000.0,32,400.0,4491,1,False,True,False,False,5000.0
0,6,6,1.0,1,4750.0,62000.0,47,500.0,39521,3,True,False,False,False,6000.0
